greek,transliteration,english_gloss,minoan_form,category,query,matched,distance,distance_threshold,inscription_id,gorila_id,site,material,period,semantic_score,confidence_score,found_commodities,context_syllabograms,text_type,object_type,full_inscription_text,full_transliteration,sign_count,num_logograms,num_numerals,num_fractions,logogram_list,numeral_list,context_before_5,context_after_5,findspot_context,findspot_lat,findspot_lon,findspot_inscription_count,findspot_has_parallels,linear_b_parallels,semantic_field,context_plausibility,notes
Ἄργος,Argos,Argos,arg,place_name,ARUKU,ARUDA,1,1,39,HT28a,Haghia Triada - Villa Magazine,clay,LM IB,0.25,47.5,"OLE+U,GRA,OLE",5,administrative,tablet (page-shaped),𐘇 𐘤 𐘱 𐘾 𐄁 𐘱 𐘐 𐄁 𐛱 𐄋 𐜋 𐄈 𐜓 𐝆 𐜗 𐄇 𐜖 𐝉 𐘞 𐘽 𐜉 𐄇 𐘝 𐄈 𐙍 𐄉 𐛧 𐙍 𐄌 𐘇 𐘘 𐘀 𐘴 𐙉 𐄋 𐙘 𐄈 𐜉 𐄉 𐘚 𐘳 𐘱 𐜉 𐄐,A SI JA KA 𐄁 JA *21F 𐄁 GRA+QE 5 OLE+U 2 OLE+KI ¹⁄₂ OLE+MI 1 OLE+TU 𐝉 SA RA₂ OLE+DI 1 NI 2 VIN 3 VIR+KA VIN 6 A RU DA RA GRA 5 *304 2 OLE+DI 3 I TA JA OLE+DI 10,44,3,0,5,¹⁄₂; 𐝆; 𐝉; VIR+KA; 𐛧,GRA+QE; OLE+U; OLE+KI; OLE+MI; OLE+TU; OLE+DI; OLE+DI; OLE+DI,VIN 3 VIR+KA VIN 6,RU DA RA GRA 5,,,,96,no,,toponym/geography,"administrative context typical for toponyms; co-occurs with commodities: ¹⁄₂, 𐝆, 𐝉",approximate match (levenshtein=1); 3 logogram(s) present; text: administrative
Ἄργος,Argos,Argos,arg,place_name,ARUKU,SARUKU,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,,1KEKI,administrative,tablet (page-shaped),𐘸 𐘁 𐄁 𐘹 𐙁 𐄇 𐘂 𐘳 𐘗 𐄇 𐘦 𐘆 𐄇 𐘥 𐘸 𐘘 𐄇 𐘞 𐘘 𐄇 𐙂 𐘁 𐄋 𐙅 𐄁 𐘴 𐝫 𐄁 𐝫 𐘦 𐘋 𐘃 𐄇 𐘐 𐘹 𐝫 𐄁 𐄇,KI RO 𐄁 TU MA 1 PA TA NE 1 DE DI 1 KE KI RU 1 SA RU 1 KU RO 5 *86 𐄁 RA 𐄁 DE ME TE 1 ? *21F 𐄁 1 𐝫 𐄁 𐄇,38,0,0,0,,,1 KE KI RU 1,RU 1 KU RO 5,,,,42,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Ἄργος,Argos,Argos,arg,place_name,ARUKU,SARUKU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,,MINUTE,administrative,tablet (page-shaped),𐘀 𐘬 𐙁 𐘳 𐄁 𐙉 𐘀 𐘋 𐄐 𐘻 𐘯 𐘃 𐄐 𐘞 𐘘 𐄑 𐙂 𐘝 𐘲 𐄐 𐘆 𐘦 𐘘 𐄐 𐘿 𐘽 𐘉 𐄍,DA DU MA TA 𐄁 GRA DA ME 10 MI NU TE 10 SA RU 20 KU NI SU 10 DI DE RU 10 QE RA₂ U 7,28,0,0,0,,,10 MI NU TE 10,RU 20 KU NI SU,,,,42,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Ἄργος,Argos,Argos,arg,place_name,ARUKU,ARUDI,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain,0.1,43.0,,𐝫A,administrative,tablet (page-shaped),𐝫 𐝫 𐘇 𐝫 𐝫 𐘘 𐚾 𐄇 𐙁 𐘆 𐘑 𐄇 𐘓 𐝫 𐄁 𐝫 𐘗 𐄇 𐙂 𐘰 𐘯 𐙄 𐘤 𐘙 𐄇 𐘂 𐘳 𐘀 𐝫 𐝫 𐄇 𐙂 𐘁 𐚾 𐄇 𐘑 𐄋 𐘐 𐄉 𐝫,𐝫 A ? RU 1 ? MA DI 1 ? *22F ? NE 1 KU PA₃ NU AU RE 1 ? PA TA DA 1 KU RO CAPm+KU 1 ? *21M ? *21F 3 𐄇 zo 𐄋 za 𐄉 𐝫,40,2,0,0,MA; 𐚾; 3,,𐝫,"
 RU 1 
 MA",,,,66,no,,toponym/geography; agriculture (grain),"administrative context typical for toponyms; co-occurs with commodities: MA, 𐚾, 3",approximate match (levenshtein=1); 2 logogram(s) present; text: administrative
Ἄργος,Argos,Argos,arg,place_name,ARUKU,MARUKU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.1,43.0,,TU1KU,administrative,tablet (page-shaped),𐙁 𐘾 𐘭 𐘃 𐄁 𐘸 𐘁 𐄁 𐘉 𐘻 𐘅 𐘤 𐄁 𐘉 𐘲 𐄇 𐘻 𐘹 𐄇 𐙂 𐘴 𐘕 𐄇 𐙁 𐘘 𐄇 𐙂 𐘰 𐘯 𐄇 𐘹 𐘶 𐙁 𐄇 𐘉 𐘆 𐘻 𐄇 𐘻 𐘘 𐘳 𐘴 𐘙 𐄇 𐘃 𐘱 𐘙 𐄇 𐘅 𐘀 𐘙 𐄇 𐙂 𐘁 𐄐 — 𐘞 𐘳 𐄁 𐙂 𐙂 𐘀 𐘴 𐄇 𐘺 𐘞 𐘚 𐘠 𐄇 𐘀 𐘻 𐘯 𐄇 𐘀 𐘗 𐙂 𐘠 𐄇 𐘸 𐘀 𐘁 𐄇,MA KA RI TE 𐄁 KI RO 𐄁 U MI NA SI 𐄁 U SU 1 MI TU 1 KU RA MU 1 MA RU 1 KU PA₃ NU 1 TU JU MA 1 U DI MI 1 MI RU TA RA RE 1 TE JA RE 1 NA DA RE 1 KU RO 10 — SA TA 𐄁 KU KU DA RA 1 KO SA I TI 1 DA MI NU 1 DA NE KU TI 1 KI DA RO 1,82,0,0,0,,,,KA RI TE 𐄁 KI,,,,16,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Ἄργος,Argos,Argos,arg,place_name,ARUKU,ARU,1,1,16,HT11a,Haghia Triada - Villa Magazine,clay,LM IB,0.1,43.0,,ARURA,administrative,tablet (page-shaped),𐘇 𐘘 𐘴 𐝫 𐄁 𐝫 𐄉 𐘾 𐘁 𐘅 𐄈 𐙮 𐘭 𐄇 𐙂 𐘁 𐄐 𐘇 𐘲 𐘱 𐄇 𐙇 𐘚 𐄉 𐘷 𐄐 𐄋,A RU RA 𐄁 3 ? KA NA 2 ? *322 1 ? KU 10 ? A JA 1 ? VIR+[?] 3 ? TA₂ nu 𐄐 𐄋,27,0,0,0,,,,"RU RA 𐄁 3 
",,,,96,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Ἄργος,Argos,Argos,arg,place_name,ARUKU,ARU,1,1,1606,ZA4a,Zakros,stone,Uncertain,0.1,43.0,,5JA,religious,stone vessel,𐝫 𐝫 𐝫 𐘡 𐝫 𐝫 𐘢 𐝫 𐄁 𐝫 𐘈 𐝫 𐝫 𐄋 𐘱 𐘄 𐘱 𐝫 𐝫 𐄉 𐝫 𐘇 𐘠 𐘘 𐄊 𐘱 𐘂 𐄇 𐝫 𐄁 𐝫 𐘹 𐘋 𐘈 𐄐 𐄎 𐘿 𐘤 𐙀 𐘡 𐄊 𐘛 𐘯 𐙁 𐘙 𐄐 𐄉 𐘤 𐘢 𐘸 𐄋 𐘡 𐙃 𐄔 𐘾 𐘆 𐄉,"𐝫 𐝫 E ? PI SE 5 ? JA TO JA 3 ? A RU 4 ? JA PA 1 ? TU ME SE 18 QE SI ZU E ? *28B NU MA RE 13 ? PI KI 5 ? E 50 ? KA DI 3 𐄉 jo ?,pa2? ? 𐄋 ra? ki 𐄔 ?,pte? di 𐄉",57,0,0,0,,,"JA TO JA 3 
","RU 4 
 JA PA",,,,53,no,,toponym/geography,unexpected text type for toponym: religious; ⚠ context mismatch,approximate match (levenshtein=1); text: religious
Ἄργος,Argos,Argos,arg,place_name,ARUKU,RARUKU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB,0.1,43.0,,𐝫,administrative,tablet (page-shaped),𐝫 𐄁 𐝫 𐘽 𐘬 𐝫 𐝫 𐘳 𐘅 𐘠 𐄁 𐄇 𐝫 𐝫 𐝫 𐘭 𐄇 𐘲 𐘸 𐝫 𐝫 𐄇 𐘠 𐘬 𐘝 𐄇 𐝫 𐝫 𐝫 𐘤 𐘴 𐄇 𐘇 𐘘 𐄇 𐚞 𐄇 𐙢 𐄇 𐙂 𐘰 𐘯 𐄇 𐘹 𐘲 𐘜 𐄇 𐘸 𐄇 — 𐝫 𐄋 𐘹 𐄊 𐘸 𐄇 𐝫 𐝫,𐝫 𐄁 RA₂ DU ? TA TI 𐄁 1 ? 𐝫 ? RI ? KI ? 𐝫 ? TI DU 1 ? ? SI RA 1 ? RU ? *370 1 ? 1 ? KU NU 1 TU SU 1 ? KI 1 — ? 𐝫 5 TU 4 KI ? 𐝫 ja 𐄊 ? 𐄇 𐝫 𐝫,58,1,0,0,NU; 𐚞,,"DU 1 
 
 SI","1 
 RU 
 *370",,,,96,no,,toponym/geography,"administrative context typical for toponyms; co-occurs with commodities: NU, 𐚞",approximate match (levenshtein=1); 1 logogram(s) present; text: administrative
Ἄργος,Argos,Argos,arg,place_name,ARUKU,RUKU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,,SE1QE,administrative,tablet (page-shaped),𐘐 𐘹 𐘗 𐄁 𐙁 𐘾 𐘭 𐘃 𐄁 𐘢 𐘳 𐘥 𐘤 𐄇 𐘱 𐘙 𐘻 𐄇 𐘆 𐘸 𐘈 𐄇 𐘿 𐘲 𐘫 𐄇 𐙂 𐘘 𐙂 𐄇 𐘇 𐘴 𐝫 𐄁 𐝫 𐘇 𐘹 𐄇,*21F TU NE 𐄁 MA KA RI TE 𐄁 PI TA KE SI 1 JA RE MI 1 DI KI SE 1 QE SU PU 1 KU RU KU 1 A RA 𐄁 A TU 1 ja 𐄇,38,0,0,0,,,QE SU PU 1 KU,KU 1 A RA 𐄁,,,,42,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Ἄργος,Argos,Argos,arg,place_name,ARUKU,RUKU,1,1,1182,KH49,Khania,clay,LM IB,0.1,43.0,,𐝫RU,administrative,tablet (page-shaped),𐝫 𐝫 𐘘 𐝫 𐝫 𐙂 𐝫 𐝫,𐝫 RU ? KU 𐝫 ta? 𐝫 𐝫,8,0,0,0,,,𐝫,"
 KU 𐝫 ta? 𐝫",,,,226,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Ἄργος,Argos,Argos,arg,place_name,ARUKU,AJAKU,1,1,1406,KNZf13,Knossos,metal,LM IA,0.1,43.0,,MUAJA,religious,metal object,𐘇 𐘙 𐘗 𐘤 𐘆 𐙕 𐘢 𐘥 𐘂 𐘱 𐘳 𐘭 𐘈 𐘃 𐘭 𐘕 𐘇 𐘱 𐙂,A RE NE SI DI *301 PI KE PA JA TA RI SE TE RI MU A JA KU,19,0,0,0,,,RI SE TE RI MU,JA KU,,,,59,no,,toponym/geography,unexpected text type for toponym: religious; ⚠ context mismatch,approximate match (levenshtein=1); text: religious
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,PUKU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,,DIKISE,administrative,tablet (page-shaped),𐘐 𐘹 𐘗 𐄁 𐙁 𐘾 𐘭 𐘃 𐄁 𐘢 𐘳 𐘥 𐘤 𐄇 𐘱 𐘙 𐘻 𐄇 𐘆 𐘸 𐘈 𐄇 𐘿 𐘲 𐘫 𐄇 𐙂 𐘘 𐙂 𐄇 𐘇 𐘴 𐝫 𐄁 𐝫 𐘇 𐘹 𐄇,*21F TU NE 𐄁 MA KA RI TE 𐄁 PI TA KE SI 1 JA RE MI 1 DI KI SE 1 QE SU PU 1 KU RU KU 1 A RA 𐄁 A TU 1 ja 𐄇,38,0,0,0,,,KI SE 1 QE SU,1 KU RU KU 1,,,,42,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,MURUKU,1,1,61,HT46a,Haghia Triada - Villa Magazine,clay,LM IB,0.1,43.0,,𐝫MURU,administrative,tablet (page-shaped),𐝫 𐝫 𐘕 𐘘 𐄇 𐝫 𐝫 𐙂 𐘁 𐄓 𐄉 𐝆,𐝫 MU RU 1 ? KU 43 ¹⁄₂ ro 𐄓 𐄉 vase,12,1,0,0,vase; 𐝆,,𐝫,"RU 1 
 KU 43",,,,96,no,,toponym/geography,"administrative context typical for toponyms; co-occurs with commodities: vase, 𐝆",approximate match (levenshtein=1); 1 logogram(s) present; text: administrative
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,KARUKU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,,KARU𐄁,administrative,tablet (page-shaped),𐘇 𐘾 𐘘 𐄁 𐙂 𐘝 𐘲 𐛷 𐄑 𐘞 𐘘 𐄑 𐘆 𐘦 𐘘 𐄑 𐘌 𐘽 𐘮 𐄐 — 𐘇 𐘬 𐄁 𐘀 𐘋 𐛳 𐄑 𐘻 𐘯 𐘃 𐄑,A KA RU 𐄁 KU NI SU GRA+K+L 20 SA RU 20 DI DE RU 20 QA RA₂ WA 10 — A DU 𐄁 DA ME GRA+B 20 MI NU TE 20,32,0,0,2,,GRA+K+L; GRA+B,A,RU 𐄁 KU NI SU,,,,42,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,KARUKU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,,KARU𐄁,administrative,tablet (page-shaped),𐘇 𐘾 𐘘 𐄁 𐙂 𐘝 𐘲 𐛷 𐄑 𐘞 𐘘 𐄑 𐘆 𐘦,A KA RU 𐄁 KU NI SU GRA+K+L 20 SA RU 20 DI DE,14,0,0,1,,GRA+K+L,A,RU 𐄁 KU NI SU,,,,42,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,PUMAKU,1,1,181,HT139,Haghia Triada - Casa del Lebete,clay,LM IB,0.1,43.0,,PUMAKU,administrative,tablet (page-shaped),𐝫 𐘫 𐙁 𐙂 𐝫 𐝫 𐙉 𐝫 𐄇 𐙖 𐝆 𐝫 𐘾 𐘽 𐝫 𐝫,"PU MA KU ? GRA ? OLE ¹⁄₂ ? RA₂ ? 𐝫 ?,pte? ? 𐝫 𐝫",16,1,0,0,𐝆,,,"MA KU 
 GRA 
",,,,38,no,,toponym/geography,administrative context typical for toponyms; co-occurs with commodities: 𐝆,approximate match (levenshtein=1); 1 logogram(s) present; text: administrative
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,SARUKU,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,,1KEKI,administrative,tablet (page-shaped),𐘸 𐘁 𐄁 𐘹 𐙁 𐄇 𐘂 𐘳 𐘗 𐄇 𐘦 𐘆 𐄇 𐘥 𐘸 𐘘 𐄇 𐘞 𐘘 𐄇 𐙂 𐘁 𐄋 𐙅 𐄁 𐘴 𐝫 𐄁 𐝫 𐘦 𐘋 𐘃 𐄇 𐘐 𐘹 𐝫 𐄁 𐄇,KI RO 𐄁 TU MA 1 PA TA NE 1 DE DI 1 KE KI RU 1 SA RU 1 KU RO 5 *86 𐄁 RA 𐄁 DE ME TE 1 ? *21F 𐄁 1 𐝫 𐄁 𐄇,38,0,0,0,,,1 KE KI RU 1,RU 1 KU RO 5,,,,42,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,SARUKU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,,MINUTE,administrative,tablet (page-shaped),𐘀 𐘬 𐙁 𐘳 𐄁 𐙉 𐘀 𐘋 𐄐 𐘻 𐘯 𐘃 𐄐 𐘞 𐘘 𐄑 𐙂 𐘝 𐘲 𐄐 𐘆 𐘦 𐘘 𐄐 𐘿 𐘽 𐘉 𐄍,DA DU MA TA 𐄁 GRA DA ME 10 MI NU TE 10 SA RU 20 KU NI SU 10 DI DE RU 10 QE RA₂ U 7,28,0,0,0,,,10 MI NU TE 10,RU 20 KU NI SU,,,,42,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,ARUKU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB,0.1,43.0,,DINAU,administrative,tablet (page-shaped),𐘞 𐘁 𐄁 𐘃 𐄁 𐙍 𐄁 𐘂 𐘦 𐄁 𐄋 𐝕 𐙚 𐘹 𐄐 𐘆 𐘅 𐘉 𐄊 𐘿 𐘫 𐄈 𐙰 𐘆 𐘴 𐄈 𐝆 𐘳 𐘚 𐙌 𐄈 𐝆 𐘇 𐘘 𐄊 𐝃 𐙂 𐘁 𐄒 𐄇 𐝕,SA RO 𐄁 TE 𐄁 VIN 𐄁 PA DE 𐄁 5 ³⁄₄ *306 TU 10 DI NA U 4 QE PU 2 *324 DI RA 2 ¹⁄₂ TA I AROM 2 ¹⁄₂ A RU 4 ¹⁄₄ KU RO 31 ³⁄₄ [?],41,5,0,0,³⁄₄; 𐝕; ¹⁄₂; 𐝆; ¹⁄₂; ¹⁄₄; 𐝃; [?],,TA I AROM 2 ¹⁄₂,RU 4 ¹⁄₄ KU RO,,,,96,no,,toponym/geography,"administrative context typical for toponyms; co-occurs with commodities: ³⁄₄, 𐝕, ¹⁄₂",approximate match (levenshtein=1); 5 logogram(s) present; text: administrative
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,MARUKU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.1,43.0,,TU1KU,administrative,tablet (page-shaped),𐙁 𐘾 𐘭 𐘃 𐄁 𐘸 𐘁 𐄁 𐘉 𐘻 𐘅 𐘤 𐄁 𐘉 𐘲 𐄇 𐘻 𐘹 𐄇 𐙂 𐘴 𐘕 𐄇 𐙁 𐘘 𐄇 𐙂 𐘰 𐘯 𐄇 𐘹 𐘶 𐙁 𐄇 𐘉 𐘆 𐘻 𐄇 𐘻 𐘘 𐘳 𐘴 𐘙 𐄇 𐘃 𐘱 𐘙 𐄇 𐘅 𐘀 𐘙 𐄇 𐙂 𐘁 𐄐 — 𐘞 𐘳 𐄁 𐙂 𐙂 𐘀 𐘴 𐄇 𐘺 𐘞 𐘚 𐘠 𐄇 𐘀 𐘻 𐘯 𐄇 𐘀 𐘗 𐙂 𐘠 𐄇 𐘸 𐘀 𐘁 𐄇,MA KA RI TE 𐄁 KI RO 𐄁 U MI NA SI 𐄁 U SU 1 MI TU 1 KU RA MU 1 MA RU 1 KU PA₃ NU 1 TU JU MA 1 U DI MI 1 MI RU TA RA RE 1 TE JA RE 1 NA DA RE 1 KU RO 10 — SA TA 𐄁 KU KU DA RA 1 KO SA I TI 1 DA MI NU 1 DA NE KU TI 1 KI DA RO 1,82,0,0,0,,,,KA RI TE 𐄁 KI,,,,16,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,RARUKU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB,0.1,43.0,,𐝫,administrative,tablet (page-shaped),𐝫 𐄁 𐝫 𐘽 𐘬 𐝫 𐝫 𐘳 𐘅 𐘠 𐄁 𐄇 𐝫 𐝫 𐝫 𐘭 𐄇 𐘲 𐘸 𐝫 𐝫 𐄇 𐘠 𐘬 𐘝 𐄇 𐝫 𐝫 𐝫 𐘤 𐘴 𐄇 𐘇 𐘘 𐄇 𐚞 𐄇 𐙢 𐄇 𐙂 𐘰 𐘯 𐄇 𐘹 𐘲 𐘜 𐄇 𐘸 𐄇 — 𐝫 𐄋 𐘹 𐄊 𐘸 𐄇 𐝫 𐝫,𐝫 𐄁 RA₂ DU ? TA TI 𐄁 1 ? 𐝫 ? RI ? KI ? 𐝫 ? TI DU 1 ? ? SI RA 1 ? RU ? *370 1 ? 1 ? KU NU 1 TU SU 1 ? KI 1 — ? 𐝫 5 TU 4 KI ? 𐝫 ja 𐄊 ? 𐄇 𐝫 𐝫,58,1,0,0,NU; 𐚞,,"DU 1 
 
 SI","1 
 RU 
 *370",,,,96,no,,toponym/geography,"administrative context typical for toponyms; co-occurs with commodities: NU, 𐚞",approximate match (levenshtein=1); 1 logogram(s) present; text: administrative
Πύργος,Pyrgos,Pyrgos (place/tower),purg,place_name,PURUKU,RUKU,1,1,1182,KH49,Khania,clay,LM IB,0.1,43.0,,𐝫RU,administrative,tablet (page-shaped),𐝫 𐝫 𐘘 𐝫 𐝫 𐙂 𐝫 𐝫,𐝫 RU ? KU 𐝫 ta? 𐝫 𐝫,8,0,0,0,,,𐝫,"
 KU 𐝫 ta? 𐝫",,,,226,no,,toponym/geography,administrative context typical for toponyms,approximate match (levenshtein=1); text: administrative
Πακτύη,Paktyē,Paktye,paktu,place_name,PAKUTUU,PAKUNUU,1,1,1398,KNZc6,Knossos,,Uncertain,0.1,43.0,,JUKUNAPA,unknown,Inked inscription,𐘟 𐘠 𐘭 𐘇 𐘆 𐘀 𐘸 𐘠 𐘂 𐙂 𐄁 𐘝 𐘱 𐘯 𐄁 𐘶 𐙂 𐘅 𐘂 𐙂 𐘯 𐘉 𐝫 𐘚 𐙀 𐄁,*34 TI RI A DI DA KI TI PA KU 𐄁 NI JA NU 𐄁 JU KU NA PA KU NU U I ZU 𐄁 𐄁,26,0,0,0,,,NU 𐄁 JU KU NA,KU NU U I ZU,,,,59,no,,toponym/geography,unexpected text type for toponym: unknown; ⚠ context mismatch,approximate match (levenshtein=1)
Σηπιάς,Sēpias,Sepias,sepia,place_name,SEPIA,SEA,1,1,1652,ZAZb3,Zakros,stone,LM IB,0.1,38.0,,DIKA,religious,stone vessel,𐙍 𐄒 𐄈 𐘆 𐘆 𐘾 𐘈 𐘇 𐘞 𐘕 𐘗 𐘇 𐘈 𐘇 𐘳 𐘚 𐙕 𐘦 𐘾 𐄁 𐘇 𐘙 𐘢 𐘙 𐘅 𐄁 𐘠 𐘠 𐙂,VIN 32 ? DI KA SE A SA MU NE A SE ? TA I *301 DE KA 𐄁 A RE PI RE NA 𐄁 TI TI KU ta?,29,0,0,0,,,"VIN 32 
 DI KA",A SA MU NE A,,,,53,no,,toponym/geography,unexpected text type for toponym: religious; ⚠ context mismatch,approximate match (levenshtein=1); text: religious
Σηπιάς,Sēpias,Sepias,sepia,place_name,SEPIA,PIA,1,1,1618,ZA11a,Zakros,stone,Uncertain,0.1,38.0,,SIVIN¹⁄₂,religious,stone vessel,𐘆 𐘆 𐘺 𐘴 𐘋 𐝫 𐘷 𐄁 𐛀 𐄁 𐛭 𐝫 𐝫 𐘴 𐙁 𐘤 𐙍 𐝆 𐝫 𐝫 𐘡 𐙂 𐘘 𐄈 𐝃 𐘶 𐝈 𐝉 𐙍 𐝆 𐛟 𐄊 𐙂 𐘂 𐄁 𐛭 𐄇 𐝫 𐘢 𐙠 𐘇 𐝫 𐝫 𐙋 𐄈 𐝫,DI DI KO RA ME TA₂ 𐄁 *516 𐄁 ? ? RA SI VIN ¹⁄₂ ? E KU RU ¹⁄₄ ? JU 𐝈𐝉 ? VIN ? QE+GRA+PA 4 KU PA GRA+PA 1 PI *310 A ? OLIV 2 𐝫 ? a 𐝫 𐝫 ? 𐄈 𐝫,46,9,0,0,𐄁; 𐛀; 𐛭; KU; 𐝆; VIN; 𐝃; QE+GRA+PA; 𐝈; 4; 𐝉; PA; GRA+PA; 𐛟,,4 KU PA GRA+PA 1,"*310 A 
 OLIV 2",,,,53,no,,toponym/geography; viticulture (wine),"unexpected text type for toponym: religious; co-occurs with commodities: 𐄁, 𐛀, 𐛭; ⚠ context mismatch",approximate match (levenshtein=1); 9 logogram(s) present; text: religious
Σηπιάς,Sēpias,Sepias,sepia,place_name,SEPIA,PIA,1,1,1632,ZA21a,Zakros,stone,Uncertain,0.1,38.0,,MATE,religious,stone vessel,𐝫 𐘋 𐝫 𐝫 𐘢 𐘕 𐄓 𐝫 𐝫 𐝫 𐙁 𐝫 𐘃 𐄈 𐘳 𐘥 𐝫 𐝫 𐝫 𐘂 𐝫 𐄋 𐘳 𐙁 𐘢 𐝫 𐝫 𐄉 𐘇 𐝫 𐝫 𐙈 𐘻 𐝫 𐝫 𐄈,"ME ? PI 40 ? 𐝫 ? MA TE ? TA ? 𐝫 ? 5 ? TA PI 3 ? A ? MI 2 ?,pa2? 𐝫 𐝫 𐄉 a 𐝫 𐝫 ? ? 𐝫 𐝫 𐄈",36,0,0,0,,,"ME 
","40 
 𐝫 
 MA",,,,53,no,,toponym/geography,unexpected text type for toponym: religious; ⚠ context mismatch,approximate match (levenshtein=1); text: religious
Θήρα,Thēra,Thera,tʰer,place_name,TUERU,SIERU,1,1,1618,ZA11a,Zakros,stone,Uncertain,0.1,43.0,,*516,religious,stone vessel,𐘆 𐘆 𐘺 𐘴 𐘋 𐝫 𐘷 𐄁 𐛀 𐄁 𐛭 𐝫 𐝫 𐘴 𐙁 𐘤 𐙍 𐝆 𐝫 𐝫 𐘡 𐙂 𐘘 𐄈 𐝃 𐘶 𐝈 𐝉 𐙍 𐝆 𐛟 𐄊 𐙂 𐘂 𐄁 𐛭 𐄇 𐝫 𐘢 𐙠 𐘇 𐝫 𐝫 𐙋 𐄈 𐝫,DI DI KO RA ME TA₂ 𐄁 *516 𐄁 ? ? RA SI VIN ¹⁄₂ ? E KU RU ¹⁄₄ ? JU 𐝈𐝉 ? VIN ? QE+GRA+PA 4 KU PA GRA+PA 1 PI *310 A ? OLIV 2 𐝫 ? a 𐝫 𐝫 ? 𐄈 𐝫,46,9,0,0,𐄁; 𐛀; 𐛭; KU; 𐝆; VIN; 𐝃; QE+GRA+PA; 𐝈; 4; 𐝉; PA; GRA+PA; 𐛟,,"*516 𐄁 
 
 RA","VIN ¹⁄₂ 
 E KU",,,,53,no,,toponym/geography; viticulture (wine),"unexpected text type for toponym: religious; co-occurs with commodities: 𐄁, 𐛀, 𐛭; ⚠ context mismatch",approximate match (levenshtein=1); 9 logogram(s) present; text: religious
